Jahr	Messdatum	Messzeit	Barometer	absLuftfeuchtigkeit	relLuftfeuchtigkeit	Lufttemperatur
2012	03.10.2012	10:40:39	1023.4	6.444	82.7	9.8
2012	03.10.2012	11:00:39	1023.5	6.36	83.3	9.5
2012	03.10.2012	11:20:40	1023.6	6.488	84.4	9.6
2012	03.10.2012	12:20:40	1023.8	6.594	82.4	10.2
2012	03.10.2012	12:40:39	1023.7	6.461	80.2	10.3
2012	03.10.2012	13:00:39	1023.7	6.418	78.1	10.6
2012	03.10.2012	13:20:39	1023.6	6.44	76.3	11
2012	03.10.2012	13:40:39	1023.7	6.124	72.6	11
2012	03.10.2012	14:00:40	1023.8	6.022	71.4	11
2012	03.10.2012	14:20:42	1023.7	6.129	71.7	11.2
2012	03.10.2012	15:00:39	1023.4	6.159	72.5	11.1
2012	03.10.2012	15:20:39	1023.3	6.151	72.4	11.1
2012	03.10.2012	16:40:40	1023.2	6.569	72.8	12
2012	03.10.2012	17:00:39	1023.2	6.632	73	12.1
2012	03.10.2012	17:20:39	1023.1	6.57	72.8	12
2012	03.10.2012	17:40:39	1023.1	6.465	72.6	11.8
2012	03.10.2012	18:00:39	1023	6.601	74.6	11.7
2012	03.10.2012	18:20:39	1023	6.503	73.5	11.7
2012	03.10.2012	18:40:40	1023.1	6.873	79.2	11.4
2012	03.10.2012	19:00:38	1023.1	7.05	82.3	11.2
2012	03.10.2012	20:00:39	1022.8	7.257	85.8	11
2012	03.10.2012	20:20:40	1022.8	7.181	84.9	11
2012	03.10.2012	20:40:39	1022.7	7.316	85.9	11.1
2012	03.10.2012	21:00:41	1022.6	7.42	87.1	11.1
2012	03.10.2012	21:20:40	1022.6	7.432	89	10.8
2012	03.10.2012	21:40:38	1022.5	7.475	90.7	10.6
2012	03.10.2012	22:00:39	1022.4	7.449	92.2	10.3
2012	03.10.2012	22:20:43	1022.3	7.574	93.1	10.4
2012	03.10.2012	22:40:38	1022.2	7.565	93.6	10.3
2012	03.10.2012	23:00:41	1022	7.674	94.3	10.4
2012	03.10.2012	23:20:41	1022	7.64	94.5	10.3
2012	03.10.2012	23:40:42	1021.9	7.733	95	10.4
2012	04.10.2012	00:00:40	1021.8	7.751	95.2	10.4
2012	04.10.2012	00:20:39	1021.7	7.828	95.5	10.5
2012	04.10.2012	00:40:39	1021.6	7.854	95.8	10.5
2012	04.10.2012	01:00:41	1021.5	7.827	96.1	10.4
2012	04.10.2012	01:20:40	1021.2	7.907	96.4	10.5
2012	04.10.2012	01:40:42	1021	7.698	96.4	10.1
2012	04.10.2012	02:00:40	1020.5	7.831	96.7	10.3
2012	04.10.2012	02:20:39	1020.5	7.77	96.6	10.2
2012	04.10.2012	02:40:39	1020.7	7.777	96.7	10.2
2012	04.10.2012	03:00:42	1020.4	7.726	96.7	10.1
2012	04.10.2012	03:20:40	1020.4	7.615	96.6	9.9
2012	04.10.2012	03:40:41	1020.3	7.715	95.9	10.2
2012	04.10.2012	04:00:40	1020.2	7.653	94.5	10.3
2012	04.10.2012	04:20:39	1020.2	7.697	94.4	10.4
2012	04.10.2012	04:40:40	1020	7.769	94	10.6
2012	04.10.2012	05:00:39	1020	7.786	94.2	10.6
2012	04.10.2012	05:20:39	1019.8	7.668	93.4	10.5
2012	04.10.2012	05:40:40	1019.9	7.668	93.4	10.5
2012	04.10.2012	06:00:39	1019.9	7.508	92.7	10.3
2012	04.10.2012	06:20:39	1019.8	7.472	93.5	10.1
2012	04.10.2012	06:40:42	1019.8	7.526	94.8	10
2012	04.10.2012	07:00:39	1019.9	7.395	93.8	9.9
2012	04.10.2012	07:20:42	1020.1	7.017	94	9.1
2012	04.10.2012	07:40:40	1020.2	6.795	92.3	8.9
2012	04.10.2012	08:00:39	1020.2	6.777	92.7	8.8
2012	04.10.2012	08:20:39	1020.3	6.936	91.7	9.3
2012	04.10.2012	08:40:39	1020.3	6.951	91.9	9.3
2012	04.10.2012	09:20:39	1020.5	7.28	91.8	10
2012	04.10.2012	09:40:39	1020.6	7.355	88.5	10.7
2012	04.10.2012	10:00:39	1020.7	7.385	85.4	11.3
2012	04.10.2012	10:20:41	1020.7	6.954	81	11.2
2012	04.10.2012	10:40:40	1020.8	6.982	79.2	11.6
2012	04.10.2012	11:00:39	1020.8	6.568	71.2	12.3
2012	04.10.2012	11:20:39	1020.9	6.973	73.1	12.8
2012	04.10.2012	12:00:39	1021	6.659	66.3	13.6
2012	04.10.2012	12:20:39	1021.1	7.159	68.5	14.2
2012	04.10.2012	12:40:39	1021	7.032	67.3	14.2
2012	04.10.2012	13:00:40	1021	7.032	67.3	14.2
2012	04.10.2012	13:40:39	1021	6.976	67.2	14.1
2012	04.10.2012	14:00:39	1021	7.332	67.9	14.7
2012	04.10.2012	14:20:40	1021	7.312	68.6	14.5
2012	04.10.2012	14:40:39	1021	7.365	66.9	15
2012	04.10.2012	15:00:40	1021	7.317	65.2	15.3
2012	04.10.2012	15:20:40	1021	7.274	64.4	15.4
2012	04.10.2012	15:40:40	1021	7.113	65.9	14.7
2012	04.10.2012	16:00:40	1020.9	7.134	64.4	15.1
2012	04.10.2012	16:20:40	1020.8	7.325	66.1	15.1
2012	04.10.2012	16:40:39	1020.7	7.456	67.7	15
2012	04.10.2012	17:40:40	1020.8	7.723	72.4	14.5
2012	04.10.2012	18:00:39	1021.3	7.726	73.4	14.3
2012	04.10.2012	18:20:39	1021.2	7.9	77	13.9
2012	04.10.2012	18:40:39	1021.2	8.086	79.3	13.8
2012	04.10.2012	19:00:40	1021.3	8.005	80.6	13.4
2012	04.10.2012	19:20:39	1021.4	7.884	81.5	13
2012	04.10.2012	20:00:43	1021.4	7.602	77.6	13.2
2012	04.10.2012	20:20:39	1021.3	7.653	77.1	13.4
2012	04.10.2012	21:00:39	1021.5	7.795	80.6	13
2012	20.10.2012	22:00:39	1015.7	7.98	94.2	10.9
2012	20.10.2012	22:20:41	1015.6	7.843	95.1	10.5
2012	20.10.2012	22:40:41	1015.5	7.947	95.7	10.6
2012	20.10.2012	23:00:39	1015.4	8.052	96.3	10.7
2012	20.10.2012	23:20:39	1015.4	8.016	96.5	10.6
2012	20.10.2012	23:40:41	1015.3	8.041	96.8	10.6
2012	21.10.2012	00:00:39	1015.2	7.943	96.9	10.4
2012	21.10.2012	00:20:39	1015.1	7.845	97	10.2
2012	21.10.2012	00:40:39	1015.1	7.915	97.2	10.3
2012	21.10.2012	01:00:39	1015	7.764	97.3	10
2012	21.10.2012	01:20:39	1015	7.668	97.4	9.8
2012	21.10.2012	01:40:40	1014.9	7.684	97.6	9.8
2012	21.10.2012	02:00:40	1014.8	7.633	97.6	9.7
2012	21.10.2012	02:20:39	1014.8	7.604	97.9	9.6
2012	21.10.2012	02:40:39	1014.8	7.467	98.1	9.3
2012	21.10.2012	03:00:40	1014.7	7.482	98.3	9.3
2012	21.10.2012	03:20:41	1014.6	7.44	98.4	9.2
2012	21.10.2012	03:40:38	1014.5	7.448	98.5	9.2
2012	21.10.2012	04:00:38	1014.4	7.414	98.7	9.1
2012	21.10.2012	04:20:39	1014.3	7.422	98.8	9.1
2012	21.10.2012	04:40:40	1014.2	7.431	98.9	9.1
2012	21.10.2012	05:00:42	1014.1	7.585	98.9	9.4
2012	21.10.2012	05:20:39	1014	7.594	99	9.4
2012	21.10.2012	05:40:40	1013.9	7.602	99.1	9.4
2012	21.10.2012	06:00:41	1013.8	7.551	99.1	9.3
2012	21.10.2012	06:20:40	1013.8	7.574	99.4	9.3
2012	21.10.2012	06:40:39	1013.8	7.436	99.6	9
2012	21.10.2012	07:00:39	1013.6	7.386	99.6	8.9
2012	21.10.2012	07:20:39	1013.6	7.387	99.6	8.9
2012	21.10.2012	07:40:40	1013.6	7.445	99.7	9
2012	21.10.2012	08:00:39	1013.6	7.394	99.7	8.9
2012	21.10.2012	08:20:40	1013.6	7.293	99.7	8.7
2012	21.10.2012	08:40:40	1013.6	7.251	99.8	8.6
2012	21.10.2012	09:00:39	1013.6	7.258	99.9	8.6
2012	21.10.2012	09:20:39	1013.7	7.308	99.9	8.7
2012	21.10.2012	10:00:39	1013.7	7.726	100	9.5
2012	21.10.2012	10:20:39	1013.6	7.84	100.1	9.7
2012	21.10.2012	10:40:39	1013.6	8.001	100.1	10
2012	21.10.2012	11:00:39	1013.6	7.893	100.1	9.8
2012	21.10.2012	11:20:39	1013.6	7.894	100.1	9.8
2012	21.10.2012	12:00:39	1013.5	8.01	100.2	10
2012	21.10.2012	12:20:39	1013.5	8.175	100.2	10.3
2012	21.10.2012	12:40:39	1013.4	8.287	100.2	10.5
2012	21.10.2012	13:00:40	1013.2	8.289	100.2	10.5
2012	21.10.2012	13:20:39	1012.9	8.348	100.2	10.6
2012	21.10.2012	13:40:39	1012.6	8.407	100.2	10.7
2012	21.10.2012	14:20:40	1012.2	8.354	100.2	10.6
2012	21.10.2012	14:40:39	1012	8.42	100.3	10.7
2012	21.10.2012	15:00:40	1012	8.535	100.3	10.9
2012	21.10.2012	15:20:39	1011.8	8.819	100.2	11.4
2012	21.10.2012	16:00:39	1011.6	8.992	100.1	11.7
2012	21.10.2012	16:20:39	1011.4	9.096	99.9	11.9
2012	21.10.2012	16:40:39	1011.3	9.334	99.8	12.3
2012	21.10.2012	17:00:39	1011.1	9.559	99.5	12.7
2012	21.10.2012	17:20:39	1010.9	9.753	99.5	13
2012	21.10.2012	17:40:40	1010.8	9.719	99.8	12.9
2012	21.10.2012	18:00:39	1010.8	9.87	100	13.1
2012	21.10.2012	18:20:39	1010.7	9.686	100.1	12.8
2012	21.10.2012	18:40:40	1010.7	9.686	100.1	12.8
2012	21.10.2012	19:00:39	1010.8	9.493	100.1	12.5
2012	21.10.2012	19:40:40	1010.9	9.068	100.2	11.8
2012	21.10.2012	20:20:40	1011.1	9.014	100.3	11.7
2012	21.10.2012	20:40:38	1011.1	9.075	100.3	11.8
2012	21.10.2012	21:00:39	1011.1	8.667	100.4	11.1
2012	21.10.2012	21:40:39	1011.1	8.267	100.4	10.4
2012	21.10.2012	22:20:39	1011.3	8.091	100.3	10.1
2012	21.10.2012	22:40:39	1011.5	7.927	100.3	9.8
2012	21.10.2012	23:00:40	1011.5	8.035	100.3	10
2012	21.10.2012	23:40:39	1011.6	8.199	100.3	10.3
2012	22.10.2012	00:00:41	1011.6	8.423	100.3	10.7
2012	22.10.2012	00:20:40	1011.8	8.414	100.2	10.7
2012	22.10.2012	00:40:39	1011.8	8.236	100.1	10.4
2012	22.10.2012	01:00:39	1011.9	8.235	100.1	10.4
2012	22.10.2012	01:20:39	1012	8.226	100	10.4
2012	22.10.2012	01:40:39	1012.1	8.112	99.3	10.3
2012	22.10.2012	02:00:39	1012	8.212	98.5	10.6
2012	22.10.2012	02:20:39	1011.8	8.137	97.6	10.6
2012	22.10.2012	02:40:39	1011.6	8.381	95.9	11.3
2012	22.10.2012	03:00:39	1011.7	8.581	95.6	11.7
2012	22.10.2012	03:20:39	1011.6	8.516	95.5	11.6
2012	22.10.2012	03:40:39	1011.5	8.48	95.1	11.6
2012	22.10.2012	04:00:38	1011.5	8.212	94.6	11.2
2012	22.10.2012	04:20:39	1011.6	8.211	94.6	11.2
2012	22.10.2012	04:40:39	1011.7	8.172	94.8	11.1
2012	22.10.2012	05:00:39	1011.7	8.13	93.7	11.2
2012	22.10.2012	05:20:39	1011.7	7.83	92.7	10.8
2012	22.10.2012	05:40:39	1011.6	7.841	89.2	11.4
2012	22.10.2012	06:00:39	1011.5	7.554	85.4	11.5
2012	22.10.2012	06:20:39	1011.5	7.556	83.2	11.9
2012	22.10.2012	06:40:39	1011.5	7.604	81	12.4
2012	22.10.2012	07:00:39	1011.4	8.151	87.9	12.2
2012	22.10.2012	07:20:39	1011.3	7.91	87.6	11.8
2012	22.10.2012	07:40:39	1011.2	8.02	88.8	11.8
2012	22.10.2012	08:00:39	1011.2	8.049	89.7	11.7
2012	22.10.2012	08:20:39	1011.4	7.851	89.3	11.4
2012	22.10.2012	08:40:38	1011.6	7.823	89	11.4
2012	22.10.2012	09:00:39	1011.8	7.619	87.3	11.3
2012	22.10.2012	09:20:39	1012.1	7.681	83.5	12.1
2012	22.10.2012	09:40:39	1012.2	7.528	82.4	12
2012	22.10.2012	10:00:39	1012.3	7.576	79.2	12.7
2012	22.10.2012	10:20:39	1012.2	7.724	73.2	14.2
2012	22.10.2012	10:40:39	1012.1	7.775	73.2	14.3
2012	22.10.2012	11:00:38	1012.2	7.647	73.9	13.9
2012	22.10.2012	11:20:39	1012.2	7.992	76.2	14.1
2012	22.10.2012	11:40:39	1012.3	8.411	78.1	14.5
2012	22.10.2012	12:00:39	1012.3	8.386	75.4	15
2012	22.10.2012	12:20:39	1012.3	8.108	72	15.2
2012	22.10.2012	12:40:39	1012.1	7.782	66.1	15.9
2012	22.10.2012	13:00:38	1012	7.688	65.3	15.9
2012	22.10.2012	13:20:38	1012	8.278	73	15.3
2012	22.10.2012	13:40:39	1011.9	7.361	60.2	16.5
2012	22.10.2012	14:20:39	1011.8	6.296	47.8	17.7
2012	22.10.2012	14:40:39	1011.8	6.621	49.3	18
2012	22.10.2012	15:00:39	1011.8	6.163	44.5	18.5
2012	22.10.2012	15:20:39	1011.7	6.794	47.5	19
2012	22.10.2012	15:40:39	1011.6	6.894	51.3	18
2012	22.10.2012	16:00:39	1011.6	7.207	52.6	18.3
2012	22.10.2012	16:20:39	1011.6	6.638	51	17.5
2012	22.10.2012	16:40:39	1011.5	6.95	53.7	17.4
2012	22.10.2012	17:00:38	1011.5	7.042	54.4	17.4
2012	22.10.2012	17:40:38	1011.4	6.859	54.7	16.9
2012	22.10.2012	18:00:39	1011.5	7.305	60.1	16.4
2012	22.10.2012	18:20:39	1011.5	7.598	64.1	16
2012	22.10.2012	18:40:38	1011.6	7.477	62.7	16.1
2012	22.10.2012	19:00:39	1011.7	7.874	67.7	15.7
2012	22.10.2012	19:20:39	1011.8	7.469	65.1	15.5
2012	22.10.2012	19:40:38	1012	7.389	61.6	16.2
2012	22.10.2012	20:20:39	1012.1	7.462	65.9	15.3
2012	22.10.2012	20:40:39	1012.1	7.475	67.3	15
2012	22.10.2012	21:00:39	1012.2	7.692	71.5	14.5
2012	22.10.2012	21:20:38	1012.4	7.298	60.1	16.4
2012	22.10.2012	21:40:39	1012.5	7.254	64.1	15.3
2012	22.10.2012	22:00:38	1012.5	7.347	68.8	14.4
2012	22.10.2012	22:20:39	1012.7	7.532	71.9	14.1
2012	22.10.2012	22:40:39	1012.8	7.259	70.7	13.8
2012	22.10.2012	23:00:39	1013	7.456	76	13.1
2012	22.10.2012	23:20:39	1013.2	7.397	73	13.6
2012	22.10.2012	23:40:39	1013.4	7.341	73.9	13.3
2012	23.10.2012	00:00:39	1013.6	7.315	72.7	13.5
2012	23.10.2012	00:20:39	1013.6	7.161	75.5	12.6
2012	23.10.2012	00:40:39	1013.6	7.362	78.1	12.5
2012	23.10.2012	01:00:39	1013.7	7.132	76.7	12.3
2012	23.10.2012	01:20:39	1014.1	7.537	77.4	13
2012	23.10.2012	01:40:39	1014.6	7.557	73.7	13.8
2012	23.10.2012	02:00:39	1014.9	7.794	77	13.6
2012	23.10.2012	02:20:39	1015.1	8.209	84.3	13
2012	23.10.2012	02:40:39	1015.1	8.422	82.6	13.7
2012	23.10.2012	03:00:39	1015.1	8.48	84.8	13.4
2012	23.10.2012	03:20:40	1015.1	8.405	79.8	14.2
2012	23.10.2012	03:40:39	1015.3	8.08	74.8	14.6
2012	23.10.2012	04:00:39	1015.3	8.126	77.7	14.1
2012	23.10.2012	04:20:39	1015.3	7.987	78.4	13.7
2012	23.10.2012	04:40:39	1015.3	8.08	79.3	13.7
2012	23.10.2012	05:00:39	1015.1	7.902	74.6	14.3
2012	23.10.2012	05:20:39	1015	7.841	72.6	14.6
2012	23.10.2012	05:40:38	1015	7.903	74.6	14.3
2012	23.10.2012	06:00:39	1015	7.918	76.7	13.9
2012	23.10.2012	06:20:39	1015.1	8.126	78.7	13.9
2012	23.10.2012	06:40:39	1015.3	8.217	80.1	13.8
2012	23.10.2012	07:00:39	1015.4	7.945	76	14.1
2012	23.10.2012	07:20:39	1015.5	7.882	75.9	14
2012	23.10.2012	07:40:38	1015.3	7.732	73.5	14.2
2012	23.10.2012	08:00:39	1015.3	7.796	74.1	14.2
2012	23.10.2012	08:20:38	1015.4	8.128	80.3	13.6
2012	23.10.2012	08:40:38	1015.7	8.057	78.6	13.8
2012	23.10.2012	09:00:39	1015.9	8.077	78.8	13.8
2012	23.10.2012	09:20:38	1016.2	8.261	80.6	13.8
2012	23.10.2012	09:40:39	1016.5	8.327	83.4	13.4
2012	23.10.2012	10:00:39	1016.7	8.431	83.9	13.5
2012	23.10.2012	10:20:38	1016.9	8.475	84.9	13.4
2012	23.10.2012	10:40:39	1017.1	8.703	86.6	13.5
2012	23.10.2012	11:00:38	1017.2	8.778	85.1	13.9
2012	23.10.2012	11:20:39	1017.3	8.911	81.5	14.8
2012	23.10.2012	11:40:39	1017.5	8.969	83.1	14.6
2012	23.10.2012	12:00:39	1017.7	8.982	82.7	14.7
2012	23.10.2012	12:20:39	1018	8.899	82.5	14.6
2012	23.10.2012	12:40:38	1018.1	8.847	83.1	14.4
2012	23.10.2012	13:00:39	1018.2	8.906	84.2	14.3
2012	23.10.2012	13:20:38	1018.3	8.71	84	14
2012	23.10.2012	13:40:38	1018.4	8.83	85.7	13.9
2012	23.10.2012	14:00:39	1018.6	8.634	83.3	14
2012	23.10.2012	14:20:39	1018.7	8.213	79.3	14
2012	23.10.2012	14:40:39	1018.8	8.437	82.5	13.8
2012	23.10.2012	15:00:39	1018.8	8.571	83.8	13.8
2012	23.10.2012	15:40:39	1019	8.762	85.1	13.9
2012	23.10.2012	16:00:39	1019.2	8.714	85.2	13.8
2012	23.10.2012	16:20:38	1019.4	8.714	86.9	13.5
2012	23.10.2012	16:40:39	1019.5	8.586	84	13.8
2012	23.10.2012	17:20:39	1019.8	8.771	84.7	14
2012	23.10.2012	17:40:39	1019.9	8.971	88.9	13.6
2012	23.10.2012	18:20:39	1020.3	8.878	88.6	13.5
2012	23.10.2012	18:40:38	1020.5	9.06	90.4	13.5
2012	23.10.2012	19:00:39	1020.8	9.027	90.1	13.5
2012	23.10.2012	19:20:38	1021.1	8.418	85.8	13.2
2012	23.10.2012	19:40:38	1021.4	8.157	87.1	12.5
2012	23.10.2012	20:00:39	1021.5	8.152	88.2	12.3
2012	23.10.2012	20:20:39	1021.7	8.17	89	12.2
2012	23.10.2012	20:40:39	1021.8	8.232	88.5	12.4
2012	23.10.2012	21:00:40	1021.9	8.148	88.2	12.3
2012	23.10.2012	21:40:39	1022.3	8.255	88.2	12.5
2012	23.10.2012	22:00:39	1022.4	8.34	89.7	12.4
2012	23.10.2012	22:40:39	1023	8.285	88	12.6
2012	23.10.2012	23:00:38	1023.3	8.315	87.2	12.8
2012	23.10.2012	23:20:39	1023.6	8.287	87.5	12.7
2012	23.10.2012	23:40:38	1023.8	8.283	89.8	12.3
2012	24.10.2012	00:00:39	1023.8	8.209	89.6	12.2
2012	24.10.2012	00:20:39	1023.9	8.366	91.9	12.1
2012	24.10.2012	00:40:39	1023.9	8.403	92.3	12.1
2012	24.10.2012	01:00:39	1023.8	8.339	91.6	12.1
2012	24.10.2012	01:20:39	1023.8	8.201	91.3	11.9
2012	24.10.2012	01:40:39	1023.8	7.861	90.5	11.4
2012	24.10.2012	02:00:38	1023.7	7.748	89.8	11.3
2012	24.10.2012	02:20:39	1023.7	7.73	91.4	11
2012	24.10.2012	02:40:39	1023.7	7.722	91.3	11
2012	24.10.2012	03:00:39	1023.7	7.467	90.1	10.7
2012	24.10.2012	03:20:39	1023.6	7.521	93.2	10.3
2012	24.10.2012	03:40:39	1023.6	7.227	90.2	10.2
2012	24.10.2012	04:00:39	1023.6	7.551	89.3	11
2012	24.10.2012	04:20:39	1023.5	7.249	87.5	10.7
2012	24.10.2012	04:40:38	1023.5	6.952	86.8	10.2
2012	24.10.2012	05:00:38	1023.4	6.813	86.8	9.9
2012	24.10.2012	05:20:39	1023.4	6.676	86.8	9.6
2012	24.10.2012	05:40:39	1023.5	6.625	89.1	9.1
2012	24.10.2012	06:00:39	1023.5	6.693	89.4	9.2
2012	24.10.2012	06:20:39	1023.5	6.693	88.8	9.3
2012	24.10.2012	06:40:38	1023.6	6.73	88.7	9.4
2012	24.10.2012	07:00:39	1023.7	6.9	89.1	9.7
2012	24.10.2012	07:20:39	1023.8	6.954	89.8	9.7
2012	24.10.2012	07:40:39	1024	7.005	91.7	9.5
2012	24.10.2012	08:00:39	1024	7	93.5	9.2
2012	24.10.2012	08:20:39	1024.1	7.215	93.8	9.6
2012	24.10.2012	08:40:40	1024.2	7.238	94.1	9.6
2012	24.10.2012	09:00:39	1024.4	7.245	94.2	9.6
2012	24.10.2012	09:20:40	1024.6	7.243	94.2	9.6
2012	24.10.2012	09:40:39	1024.7	7.274	94.6	9.6
2012	24.10.2012	10:00:40	1024.7	7.155	93.7	9.5
2012	24.10.2012	10:20:39	1024.8	7.089	89.2	10.1
2012	24.10.2012	10:40:40	1024.8	7.194	89.3	10.3
2012	24.10.2012	11:00:40	1024.7	7.366	91.4	10.3
2012	24.10.2012	11:20:39	1024.6	7.363	93.2	10
2012	24.10.2012	11:40:40	1024.7	7.548	93	10.4
2012	24.10.2012	12:00:39	1024.7	7.602	91.2	10.8
2012	24.10.2012	12:20:41	1024.8	7.35	89.4	10.6
2012	24.10.2012	12:40:39	1024.7	7.392	89.3	10.7
2012	24.10.2012	13:00:41	1024.5	7.468	89	10.9
2012	24.10.2012	13:20:39	1024.4	7.436	89.2	10.8
2012	24.10.2012	13:40:39	1024.2	7.666	89.5	11.2
2012	24.10.2012	14:00:39	1024	7.572	88.4	11.2
2012	24.10.2012	14:20:39	1023.9	7.512	87.7	11.2
2012	24.10.2012	15:00:39	1023.6	7.763	85.9	12
2012	24.10.2012	15:20:39	1023.4	7.94	86.1	12.3
2012	24.10.2012	15:40:39	1023.3	7.944	85	12.5
2012	24.10.2012	16:00:40	1023.2	7.959	83.5	12.8
2012	24.10.2012	16:20:39	1023.1	8.076	83.6	13
2012	24.10.2012	16:40:39	1022.9	8.053	85	12.7
2012	24.10.2012	17:20:39	1022.6	7.926	81.5	13.1
2012	24.10.2012	17:40:40	1022.5	7.93	82.6	12.9
2012	24.10.2012	18:00:39	1022.4	7.921	82.5	12.9
2012	24.10.2012	18:20:39	1022.4	8.009	83.4	12.9
2012	24.10.2012	18:40:39	1022.3	7.956	83.4	12.8
2012	24.10.2012	19:00:39	1022.2	7.94	86	12.3
2012	24.10.2012	19:20:40	1022.2	7.952	83.9	12.7
2012	24.10.2012	19:40:39	1022.3	7.965	82.4	13
2012	24.10.2012	20:00:40	1022.5	7.745	82.3	12.6
2012	24.10.2012	20:20:39	1022.5	7.836	81.1	13
2012	24.10.2012	20:40:39	1022.4	7.879	84.8	12.4
2012	24.10.2012	21:00:39	1022.3	7.814	87.5	11.8
2012	24.10.2012	21:20:38	1022.3	7.631	86.6	11.6
2012	24.10.2012	21:40:39	1022.2	7.745	87.3	11.7
2012	24.10.2012	22:00:39	1022.2	7.668	85.3	11.9
2012	24.10.2012	22:40:39	1022.2	7.691	85	12
2012	24.10.2012	23:00:39	1022.3	7.682	84.9	12
2012	24.10.2012	23:20:39	1022.2	7.377	84.3	11.5
2012	24.10.2012	23:40:39	1022	7.266	84.7	11.2
2012	25.10.2012	00:00:40	1021.8	7.253	87.4	10.7
2012	25.10.2012	00:20:40	1021.7	7.548	86.2	11.5
2012	25.10.2012	00:40:40	1021.6	7.643	89	11.2
2012	25.10.2012	01:00:39	1021.5	7.582	88.3	11.2
2012	25.10.2012	01:20:39	1021.5	7.395	87.3	11
2012	25.10.2012	01:40:39	1021.4	7.769	87.5	11.7
2012	25.10.2012	02:00:39	1021.3	7.491	88.4	11
2012	25.10.2012	02:20:39	1021.3	7.39	88.4	10.8
2012	25.10.2012	02:40:39	1021.3	6.95	84.3	10.6
2012	25.10.2012	03:00:39	1021.3	6.95	84.3	10.6
2012	25.10.2012	03:20:39	1021.2	6.677	82.1	10.4
2012	25.10.2012	03:40:40	1021.1	6.843	83	10.6
2012	25.10.2012	04:00:39	1021	6.436	82.4	9.8
2012	25.10.2012	04:20:38	1020.9	6.251	86.8	8.6
2012	25.10.2012	04:40:40	1020.9	6.246	88.5	8.3
2012	25.10.2012	05:00:39	1020.9	6.485	87.6	9
2012	25.10.2012	05:20:39	1020.9	6.382	87.4	8.8
2012	25.10.2012	05:40:38	1021	6.438	86.4	9.1
2012	25.10.2012	06:00:39	1020.9	6.433	87.5	8.9
2012	25.10.2012	06:20:40	1020.8	6.589	88.4	9.1
2012	25.10.2012	06:40:39	1020.6	6.465	89.1	8.7
2012	25.10.2012	07:00:39	1020.4	6.69	90.3	9
2012	25.10.2012	07:20:39	1020.2	6.752	89.9	9.2
2012	25.10.2012	07:40:41	1020.1	6.784	90.3	9.2
2012	25.10.2012	08:00:39	1020.1	6.616	89.9	8.9
2012	25.10.2012	08:20:40	1020.1	6.475	88	8.9
2012	25.10.2012	08:40:39	1020.1	6.594	89.6	8.9
2012	25.10.2012	09:00:39	1020.2	6.601	87.9	9.2
2012	25.10.2012	09:20:40	1020.3	6.721	89.5	9.2
2012	25.10.2012	09:40:39	1020.4	6.536	85.9	9.4
2012	25.10.2012	10:00:39	1020.5	6.793	86.3	9.9
2012	25.10.2012	10:20:39	1020.5	6.75	83.5	10.3
2012	25.10.2012	10:40:39	1020.6	7.092	87.1	10.4
2012	25.10.2012	11:00:39	1020.4	7.396	85.5	11.3
2012	25.10.2012	11:20:40	1020.3	7.103	80	11.7
2012	25.10.2012	11:40:40	1020.3	7.22	79.7	12
2012	25.10.2012	12:20:39	1020.1	7.727	84.1	12.2
2012	25.10.2012	12:40:39	1020.2	7.722	84.6	12.1
2012	25.10.2012	13:00:39	1020.1	7.897	84.8	12.4
2012	25.10.2012	13:40:41	1019.6	8.363	80.8	14
2012	25.10.2012	14:00:39	1019.5	8.582	79.2	14.7
2012	25.10.2012	14:20:39	1019.3	8.352	81.2	13.9
2012	25.10.2012	14:40:39	1019.3	8.568	84.9	13.6
2012	25.10.2012	15:20:39	1019.2	8.642	78.2	15
2012	25.10.2012	15:40:39	1019.2	8.754	79.2	15
2012	25.10.2012	16:00:39	1019.2	8.762	80.3	14.8
2012	25.10.2012	16:20:40	1019.3	7.645	60.6	17.1
2012	25.10.2012	16:40:39	1019.3	6.683	49.5	18.2
2012	25.10.2012	17:00:39	1019.5	6.289	44.9	18.8
2012	25.10.2012	17:20:40	1019.6	6.193	44.5	18.7
2012	25.10.2012	17:40:39	1019.6	6.143	44.7	18.5
2012	25.10.2012	18:00:39	1019.7	5.996	44.2	18.3
2012	25.10.2012	18:20:40	1019.8	5.961	44.5	18.1
2012	25.10.2012	18:40:43	1019.9	5.984	44.4	18.2
2012	25.10.2012	19:00:38	1020.1	6.015	45.2	18
2012	25.10.2012	19:40:38	1020.4	6.104	49.8	16.7
2012	25.10.2012	20:00:39	1020.5	5.982	47.9	17
2012	25.10.2012	20:20:39	1020.6	5.956	48	16.9
2012	25.10.2012	20:40:39	1020.6	5.801	45.6	17.3
2012	25.10.2012	21:00:40	1020.8	5.745	44.6	17.5
2012	25.10.2012	21:20:38	1021	5.763	45.6	17.2
2012	25.10.2012	21:40:39	1021.1	5.787	45.8	17.2
2012	25.10.2012	22:00:38	1021.3	5.684	45	17.2
2012	25.10.2012	22:20:39	1021.4	5.707	44.9	17.3
2012	25.10.2012	22:40:38	1021.5	5.799	46.2	17.1
2012	25.10.2012	23:00:39	1021.7	5.785	46.1	17.1
2012	25.10.2012	23:20:39	1021.8	5.899	47.3	17
